,Article_ID,Initial value at source,Heat_values
2052,2293,10,"[ 5.08858613 10.          7.98189985  5.          5.          5.04321818
  7.48571214  5.063617    5.06654317  5.0577737   5.06215504  5.04176676
  5.063617    5.          5.          5.04176676  5.04612327  5.04176676
  5.04321818  7.52752443  5.04321818  5.04176676  5.          7.07737201
  5.0577737   5.          5.05923339  6.67502128  5.          5.
  7.48571214  5.          5.04321818  5.0258505   5.04612327  5.04176676
  5.0057238   5.02873764  5.          5.04321818  7.44531745  5.22140207
  6.74936364  7.10594735]"
2053,262,10,"[ 5.03398212  5.16792134  5.00096527  5.04082762  5.04082762  5.03105335
  5.03105335  5.          7.75348615  5.01645466  5.04082762  5.03105335
  5.03105335  7.84147296  5.02423128  5.03202927  5.01548408  5.01548408
  5.01548408  5.04082762  5.04082762  5.02520486  7.23674951  5.
  8.31981236  5.01645466  5.03105335  5.04082762  5.          5.01645466
  7.7967771   5.04082762  5.01645466  5.03105335  5.03105335  5.04082762
  6.86761715  5.          5.03105335  5.03105335 10.          5.01548408
  7.51991032 10.          5.04082762  8.31981236  5.03105335  5.04082762
  5.03105335  5.0203403   5.03007777  5.04082762  5.01645466  5.03007777]"
2054,1255,10,"[ 5.46197233  5.4163458   9.80972004  5.21834344  5.          5.41130089
  5.21834344  5.4163458   5.          8.34572073  5.35114475  5.33124884
  5.11269424  7.71729562  5.22319981  5.13173474  5.22319981  5.14128292
  5.00464305  5.21834344  9.32771317  5.25732758  9.19117631  9.40006238
  7.33318607 10.          5.92987931  7.05503909  9.25813594  5.21834344
  5.41130089  5.12220519]"
2055,4437,10,"[ 5.36160555  5.60623989  5.64905979  5.64292355  5.62455309  5.66135145
 10.          8.69882965  5.49157448  7.54509959  5.51552653  5.
  5.47367576  5.33829284  8.0562729  10.          8.0562729   5.34411193
  5.60623989  5.          5.1552436   5.34411193  6.22157103  5.34993707
  7.99435113  8.14508858  5.60623989  9.84596557  5.33829284  5.60623989
  7.26975802]"
2056,4233,10,"[ 5.06240533  5.10573047  5.13867659  5.28604264  5.00131275  5.10573047
  5.13867659  5.13867659  5.13867659  8.51517064  5.10573047  5.13867659
  5.08940325  5.13867659  5.13867659  5.05435781  7.29346286  5.0556974
  5.          6.51830977  5.          5.05435781  5.10573047  5.08940325
  5.05301887  6.96573809  6.55798124  5.08940325  6.14318574  5.13867659
  5.13867659  5.05435781 10.          5.05301887  5.05301887  5.
  5.10573047  6.50559927  5.05301887  5.08940325  5.08940325  6.17000881
  5.08940325 10.          5.08940325]"
2057,5002,10,"[ 5.03012596 10.          5.19975559  5.16898343  5.03012596  5.03012596
  5.04949358  7.25084079  5.32039699  6.49169301  6.1561557   5.
  5.14578263  5.03012596  8.01367552  5.03012596  5.04810507  5.03012596
  5.16898343  5.16898343  6.07128821  5.03012596  5.16898343  5.16898343
  5.09717414  6.49169301  5.16898343  5.16898343  5.04949358  9.65566257
  5.09717414  9.65566257  5.14578263  5.03012596  5.05088287  5.95899453
  5.00136123  5.16898343  5.03426323  5.16898343  5.14578263  5.09575861]"
2058,332,10,"[ 5.26092449 10.          5.10613707 10.          5.10012623 10.
  5.10613707  7.30189981 10.         10.          5.10613707  5.10613707
  5.49981387  6.62586957 10.         10.          5.          6.65246451
  5.00578354  5.00578354  5.        ]"
2059,1064,10,"[ 5.00080184  5.09829243 10.          5.01526463  5.00080184  5.01526463
  5.09746951  9.91746696  7.6820842   5.09829243  5.09007123  5.09829243
  5.          5.04111568  5.04111568  5.09829243  5.10158589  5.02816779
  5.0557357   5.          5.09746951  5.09911553  5.02816779  5.22546861
  5.09829243  5.          5.09007123  6.87850895  5.01526463  5.04111568
  5.01526463  5.04111568  5.01526463  5.05654959  5.01526463  5.04111568
  5.04111568  7.31938028  7.06054596  5.04111568  5.0557357   6.70119678
  5.09007123  5.09829243  9.281513    5.09746951  5.02736003  5.01526463
  5.09829243  5.09829243  5.02736003  5.01526463  5.09911553  5.0557357
  6.69240962  5.02736003  5.04111568  5.04111568  5.09746951  5.0557357
  5.09746951  5.02736003  5.09829243  5.02736003  5.09829243  5.04111568
  6.69240962  5.01526463]"
2060,902,10,"[ 5.12462685  5.13728758 10.          5.31841031  5.08185141  5.12589128
  5.13221892  5.13221892  5.12589128  5.13221892  5.09690094  5.08185141
  5.08059962  5.09690094  8.33836309  5.13601987  5.06810151  5.08435606
  5.05812884  5.13601987  7.93901762  5.12462685  5.13601987  5.06810151
  5.          5.13221892  5.12715608  5.12462685  5.08059962  7.69482097
  5.08059962  5.13728758  7.36676738  5.12462685  9.42529645  9.76739983
  5.08435606  5.12842125  5.13221892  5.06934971  5.13728758  5.12589128
  6.87617275  5.09690094  5.14363159  5.00122863  7.52881764  5.12589128
  5.05937417  5.09690094  5.08185141  5.06810151  5.04693695  5.06810151
  5.13855565  5.13221892  9.3628366   5.08185141  5.12462685]"
2061,2554,10,"[ 8.17871471  5.19124882  7.30592097  5.1291288   5.08693661  7.20058651
  7.30592097  7.25184708  5.1291288   5.1291288   5.          7.25184708
  6.56697624  5.1291288   5.09159214  5.1291288  10.          5.09159214
  7.3630427   5.10560733  5.17678874  5.43840956  5.16240378  6.52401421]"
2062,2122,10,"[ 5.         10.         10.         10.          5.37004076 10.
 10.         10.         10.         10.         10.         10.        ]"
2063,1679,10,"[ 5.         10.         10.         10.          5.37004076 10.
 10.         10.         10.         10.         10.         10.        ]"
2064,1696,10,"[ 5.15271073 10.          5.          5.          5.         10.
 10.          5.          5.          5.39085392 10.         10.
 10.          5.         10.          5.         10.          5.
 10.          5.          7.44153524]"
2065,3411,10,"[ 5.         10.         10.         10.         10.         10.
 10.          5.37004076 10.         10.         10.         10.        ]"
2066,4167,10,"[ 5.03674619  5.00443675  5.04122246  8.85854741  5.03674619  5.02557655
  5.          5.04122246  5.00332711  5.00998939  5.02780808  5.
  5.          5.00443675  5.0222315   5.00443675  5.00776744  9.67461622
  5.04122246  5.03115762  5.00443675  9.32283826  5.00998939  8.17839358
  5.03227473  8.32451783  5.03674619  5.00554668  5.00776744  5.02446123
  5.04122246  5.01443688  8.04484086  5.00443675  5.00443675  5.00443675
  5.00110874  5.20212507  8.52767284  5.00554668  5.00887827  8.14389134
  5.00110874  5.00443675  5.00776744  5.00776744  5.03674619  5.04122246
  5.00110874  5.00332711  5.          5.00332711  5.00776744  5.00554668
  5.00332711  5.00776744  5.00443675  8.28671377 10.          5.00998939
  5.00332711]"
2067,4321,10,"[ 5.20424267 10.         10.          7.16665948  5.08534916  5.08534916
  6.74390263  7.31283327  5.09115371  6.7861708   5.03375608  5.08534916
  5.08534916  6.74390263  5.03375608  5.42051824  6.47526027  6.74390263
  5.          6.74390263]"
2068,2319,10,"[ 5.02392203  5.01388401  5.00887805  5.01388401  5.01388401  5.01388401
  5.00887805  5.01277082  5.10491912  5.01388401  5.01277082  5.01277082
  5.01388401  5.          5.01388401  8.24886113  5.00887805  5.01388401
  5.01277082  5.00943384  5.01277082  5.01277082  5.01388401  5.01388401
  5.01277082  8.60474566  5.00055408  5.01388401  5.01277082  5.01388401
  5.01277082  5.01388401 10.          5.01388401  5.01277082  5.01277082
  5.01388401  5.01277082  5.01277082  5.01388401  5.01388401  5.
  5.00887805  5.01277082  5.01277082  5.00943384  5.00887805  8.72093278
  8.60474566  5.00887805  8.72093278 10.          5.01277082  5.00055408
  5.00887805  8.72093278  5.01388401  5.00055408  5.01388401  5.01388401
  5.          7.64915429  5.01388401  5.01388401  5.01277082  5.01388401
  5.          5.01388401  5.01277082 10.          5.01277082  5.01277082]"
2069,681,10,"[ 5.14745557  5.05437634  5.06354527  7.30167886  5.05742925  5.00299246
 10.         10.          6.69160666  5.32972722  5.05437634  5.00598825
  7.69882998  5.          5.00898737  5.05437634  7.69882998  5.06048556
 10.          5.00598825  5.00598825  5.07581814  5.00299246 10.
 10.         10.          5.05437634  5.00898737  5.07581814  5.00299246]"
2070,5165,10,"[ 5.00850474  5.          5.04037294  5.04037294  5.          5.01392679
  5.0341338   5.04037294  5.04037294  9.28591396  5.04037294  5.04037294
  5.04037294  5.03491313  5.03803207  5.02401689  5.04037294  5.04037294
  5.0325756   5.0341338   5.04037294  5.04037294  5.          5.16409457
  5.0341338   5.00850474  5.          5.          5.02401689  5.0341338
  5.00850474  8.99979842  5.04037294  5.          5.00850474  5.02401689
 10.          8.12442727  5.04037294  5.02401689 10.          5.
  5.03803207  5.          5.03803207  9.76226671  5.03803207  5.03803207
  5.03803207  5.00850474  5.03803207  5.04037294  7.97011456  5.01392679
  5.02401689  7.97011456  5.          5.03803207  5.04037294  5.03803207
  5.03803207  5.          5.0325756   5.02401689  5.04037294  5.02401689
  7.679789    5.04037294  8.70308559  5.04037294]"
2071,355,10,"[ 5.1174642   5.12287688  5.09049717  5.12287688  5.09587775  5.11476027
  9.89142185  9.24919314  5.07171547  5.12016974  5.08780928 10.
  8.70081552  8.88812412  5.00263564  5.12016974  5.09049717  5.11205795
  5.11476027  5.08780928  9.09661832  5.05567901  5.          5.09587775
  8.37817698  5.1174642   5.11205795  9.17144566  5.07171547  5.09857044
  5.05567901  5.13100799  5.07707369  5.12016974  5.39327468  5.12016974
  8.70081552  5.11205795  5.07439379  7.60551468  5.08780928]"
2072,5397,10,"[ 8.63277278  5.02881984  5.01876203  5.01124217  5.01625318  5.01124217
  8.24143034  5.01750732  5.01124217  5.01813461  5.1138275   8.57126937
  5.01124217  5.01625318  5.          5.01813461  8.05310723  5.01625318
  5.01813461  5.01625318  5.          5.          5.01750732  5.01750732
  5.01124217 10.          5.01813461  5.01061642  5.01625318  5.01750732
  5.          5.01813461  5.014373    5.          5.01625318  5.01499959
  5.01625318  5.          5.          5.01124217  5.01499959  5.01750732
  5.01876203  5.01625318  5.014373    5.01625318  5.01124217  8.00937141
  5.01813461  7.41981174  8.45421201  5.01813461  5.01499959  5.01625318
  5.01750732 10.          5.          5.          5.01124217  5.01750732
  5.01750732  5.01124217  5.01813461  5.          5.014373    5.01750732
  7.84622157]"
2073,535,10,"[ 5.38554701  5.32646749  5.43031774  5.43031774 10.          5.98309045
  5.46038642  5.43781824  5.39298123  9.27891788  5.39298123  7.94301344
  5.          5.44532984  5.18179166  7.9102736   7.30688529  5.37812378
  5.43031774  7.32375807  5.39298123  8.82951027  9.19520781  9.55605201
  8.8963518   5.34117189]"
2074,5646,10,"[ 5.10765616  5.          5.38483823  5.47226194  5.75627091  5.
 10.          5.47226194  5.          8.49735074  5.30533301  5.30230686
  6.62061656  7.3570317   5.10478247  5.47541928  6.8839827   5.38483823
  5.          5.47857907  5.47857907  5.0027928   5.09617471  5.20669255
  5.49441459  6.62061656  5.47226194  5.38483823  5.49441459  6.43202396
  8.09243895  5.20669255  5.47226194  5.30230686  6.44035517  6.60206767]"
2075,43,10,"[ 5.01228424  5.01185996  5.01270857  5.01185996  5.01185996  5.01185996
  5.01185996  5.01185996  5.01185996  5.09987135  5.01185996  9.93430862
  5.01185996  5.          5.01270857 10.          5.00804364  9.8702755
  5.01228424  5.01185996  5.01185996  5.00761985  5.01270857  5.01185996
  5.01185996  5.01185996 10.          5.          5.01185996  5.01185996
  5.00804364  5.01185996  5.01185996  5.01270857  9.8702755   5.01185996
  5.01270857  5.01228424  9.30916716  5.01270857  5.          8.56539957
  5.          5.01185996  5.01228424  5.01185996  5.01270857  5.01228424
  5.00761985  5.01228424  5.01270857  5.01270857  5.01185996  5.01270857
  5.01185996  5.01185996  5.01185996  5.01185996  5.01185996  5.01185996
  5.          5.01185996  5.          5.01270857  5.01270857  5.
  5.00804364  5.01185996  5.01270857  5.          5.01270857  5.01270857
  5.          9.8702755   5.01185996  5.01185996  5.01228424  5.01270857
  5.01185996  5.01185996  5.01185996  9.93430862  5.00761985  5.00761985
  5.00761985  5.01228424  5.01228424  5.01270857  5.01270857  5.
  9.8702755   5.01185996  5.00804364]"
2076,4502,10,"[ 5.03402376  5.06848583  5.          5.39932414  5.05982891  7.2245723
 10.         10.          6.70302977  6.75991949  5.03830743  7.000056
  5.          5.00422919  5.00422919  5.00422919  7.2245723   5.03830743
  5.05982891  5.          7.2245723   5.0641539  10.          5.03830743
  7.2245723 ]"
2077,969,10,"[ 9.29018401  5.09607199  5.          5.09607199  5.1601097   8.86795384
  5.09607199  8.76289943  7.5555632   5.14401372  5.16190172  5.0978384
  5.05563916  5.12619713  8.71260745  5.1601097   5.14401372  5.05039268
  5.10137332  5.12264235  5.06439729  5.382233    5.16190172  5.09607199
  5.16190172  5.1601097  10.          5.13687853  5.10491107  5.05563916
  5.12264235  5.05214081  5.14401372  8.03407277  5.12264235  5.
  8.61619017  5.1601097   5.00172797  5.14401372  5.1601097   5.
  5.14401372  5.14401372  7.37333098  5.14401372  6.95534691  5.12264235
  5.14401372  5.12264235]"
2078,304,10,"[ 5.04648127  8.9443893   5.04754406  5.02845741  5.08063273  7.11715593
  5.02845741  5.08063273  5.06672327  5.08063273  5.08277696  5.08063273
  5.08277696  5.0613864   5.02845741  8.11754018  5.06672327  5.04648127
  5.06672327  5.          5.06352029  5.0624532   5.0010503   5.08063273
  5.06672327  7.49499635  5.02422846  5.23466042  5.0010503   5.08277696
  9.82753563  7.92565612  5.04648127  5.02845741  5.04648127  5.08063273
  5.08277696  5.0010503   5.00315175  5.08277696  5.02845741  5.08277696
  8.68596923 10.          5.08277696  5.0613864   5.00525432  5.08063273
  5.08277696  5.00315175  5.          5.0613864   5.02422846  7.63098047
  5.0560567   5.08063273  5.08277696  5.08063273  5.08063273  8.45995276
  5.04648127]"
2079,4860,10,"[ 5.01507701  5.01619704  5.01395742  5.00892477  5.01339779  5.01395742
  5.01395742  8.75038811  5.00892477  5.01563697  5.          8.51412739
  5.01563697  5.01339779  5.01339779  5.00948351  5.01339779  5.01395742
  5.01563697  8.45956222  5.01395742  5.0111604   5.          5.00892477
  5.01395742  5.01339779  5.01563697  5.01619704  8.68845268  5.01171958
  5.01675722  5.01731751  5.          8.25702892 10.          5.00334347
  7.7019579   5.          5.          8.07664039  5.01619704  5.01339779
  5.01563697  5.01619704  5.01619704  5.01339779  5.01339779  5.00892477
  5.01395742  5.          5.01395742  5.01395742  5.00892477  5.01563697
  5.00334347  5.0111604   5.00892477  5.01563697  5.          5.
  7.51786903  8.57040998  5.01171958  5.01619704  5.01563697  5.01619704
  5.01395742  5.00892477  5.01395742  5.01563697  5.10552067]"
2080,2300,10,"[ 5.04847666  9.86462052  5.04896467  5.          5.          5.04847666
  5.04896467  5.          5.03046561  5.04896467  5.04798872  5.04847666
  5.04798872  5.04847666  5.04798872  9.86462052  5.04798872  5.04798872
  5.00819591  5.04847666  5.04896467  5.04896467  5.03046561  5.00819591
  5.          5.04896467  5.04847666  5.04798872 10.          9.86462052
  5.04847666  5.04798872  5.04798872  5.00819591  5.04798872  5.03046561
  8.2660275   5.04896467  5.04798872  5.04896467  5.04896467  9.86462052
  5.04896467  5.          5.04847666  5.14336648  5.00819591  5.04798872
  5.          5.04798872 10.          5.04798872  5.04847666  5.04896467
  5.04896467  5.00819591  5.04847666  5.04896467  5.04798872  5.00819591
  5.04896467  5.04798872  5.          5.04798872  5.          7.82782049
  5.04896467  5.          5.04896467  5.04798872  5.03046561  5.04847666
  5.04798872  5.04896467  5.04798872  5.04798872  5.          5.04896467
  5.03046561  7.30390941  5.04798872  5.04847666  5.03046561  7.07994023
  5.04896467  5.04847666  5.04896467]"
2081,4105,10,"[ 5.00935946 10.          5.13984717  9.8556      5.03286075  5.03462928
  5.02285476  5.02697165  5.03521897  5.02756015  5.01404798  5.00877381
  5.01404798  5.03286075  5.01404798  5.          5.03403968  5.02697165
  5.02344261  5.02638325  5.03403968  5.02285476  9.18839878  5.03345017
  5.02285476  5.02697165  5.03286075  5.03286075  9.24146975  5.
  5.02638325  5.03403968  8.04440034  5.03403968  5.03286075  5.00877381
  5.02285476  5.01404798  5.02697165  5.02756015  5.02756015  7.67945899
  5.02756015  5.01404798  5.02638325  5.01404798  5.02697165  5.
  5.          5.02697165  5.02697165  5.02756015  8.07234472  8.8957247
  5.01404798  5.03403968  5.02697165  5.03286075  5.          5.02697165
  5.          5.00877381  5.01404798  5.00935946  5.03403968  8.31600693
  5.          5.          5.03403968  5.02756015  5.00877381  5.01404798
  5.02638325  5.03286075  5.03286075  5.02344261  5.          5.03403968
  5.03286075  9.29588876]"
