,Article_ID,Initial value at source,Heat_values
909,502,10,"[ 5.08611438 10.          7.34996753  5.04002736  5.          5.02127412
  5.04002736  5.01460789  5.          5.01593982  6.9270445   7.03066332
  5.          5.01860565  7.84987971  5.01460789  5.          5.03734038
  5.          5.01593982  5.02127412  5.03734038  5.02127412  5.01860565
  5.03734038  5.          6.63871172  5.01993955  5.01460789  9.83480466
  5.01460789  5.02260934  5.01460789  6.85640098  5.05215166  5.01460789
  5.02528176  5.01860565  5.01460789  5.02394522  5.20762731  5.01593982
  5.          9.83480466  9.83480466]"
910,704,10,"[ 5.05114775  5.05114775  5.05114775  5.05604933  5.04625147  5.06095621
  9.42018159  5.05114775  5.02915613  5.05114775  5.05114775  5.05114775
  5.00484622 10.          5.05850211  5.00484622  9.89284978  9.89284978
  5.05114775  8.33635188  5.31578443  9.89284978  9.89284978  5.0072713
  5.05114775  5.04380531  9.89284978  9.10419803  5.05359788  5.05359788
  5.00242246  5.          5.05359788  5.05114775  5.01455441  5.05114775
  5.00969769  5.05114775  5.05114775  9.89284978  5.05114775  5.0072713
  5.02915613]"
911,5139,10,"[ 5.04011593  5.04070148  8.64231388  5.0395305   5.0395305   5.00751495
  5.04011593  5.00751495  5.00751495  5.0395305   5.0395305   5.00751495
  5.13413149  5.0395305   5.00751495  5.          5.0395305   5.03485133
  5.04011593  5.0395305   5.0395305   5.03368273  5.0395305   5.03485133
  8.0949186   5.00751495  5.          5.0395305   5.04011593  5.0395305
  5.0395305   5.0395305   5.04011593  5.0395305   5.0395305   8.58473474
  7.21807199  6.9205356   5.00751495  6.73316515  5.0395305   5.0395305
  5.0395305   5.0395305   5.0395305   5.04011593  5.04011593  8.64231388
  5.0395305   5.01737232  5.0395305   5.0395305   5.00751495  5.0395305
  5.0395305   5.01679153  5.00115485  5.01737232  5.00751495  5.
  5.0395305  10.          8.58473474  5.0395305   5.04011593  5.0395305
  5.00751495  5.0395305   5.0395305   8.58473474]"
912,5562,10,"[ 5.01632966 10.          8.43413106  5.00155124  5.00077552  5.00155124
  5.00155124  5.          5.00155124  5.00155124 10.          5.00077552
  5.00077552  5.          5.00155124  5.00077552 10.          5.00155124
  5.00155124  5.          8.55889983  5.00155124  5.          5.00155124
  5.00077552  5.          5.00155124  5.          5.00077552  5.
  8.55889983  5.00155124  5.11143082  5.00155124  8.43413106  5.
  5.00155124  5.00155124  5.          5.          5.          5.00155124
  5.00155124  5.00155124  5.00155124  8.55889983  5.          5.00077552
  5.00077552  5.00155124 10.          5.00155124  5.00155124  5.00155124
  8.43413106  5.          5.00155124  5.00155124  5.          5.
  5.00155124]"
913,1917,10,"[10.         10.         10.         10.          5.         10.
 10.         10.         10.         10.          5.37004076 10.        ]"
914,3248,10,"[ 5.00624694  5.00039004  5.01525062  5.00820188  5.00898422  5.00820188
  5.00898422  5.00898422  5.00624694  5.00585611  5.00820188  5.00820188
  5.00624694  5.00898422  5.00702875  5.00663782  5.00898422  5.00820188
  5.00820188  8.48274648 10.          8.77097697  5.00820188  5.00898422
  8.87767114  5.00624694  8.87767114  5.00624694  5.00898422  5.00898422
  5.08387882  5.          5.00898422  5.00898422  5.00820188  5.00898422
  5.00898422  5.00820188  5.00898422  5.00898422  5.00898422  8.77097697
  5.00898422  5.00820188  5.00585611  5.00820188  5.00624694  5.00898422
  5.00820188  5.00898422  5.          5.00820188  5.00898422  5.00898422
  5.00585611  5.00820188  5.00585611  5.          5.00820188  5.00898422
  5.00898422  5.00820188  5.00585611  5.00820188  5.00898422  8.87767114
  5.00898422  5.00898422  7.92173104  8.87767114  5.00898422  5.00820188
  5.00898422  5.00820188  5.00820188  5.00898422  5.00898422  8.52775207
  5.00624694  5.00898422  5.00039004  5.          5.00898422  5.00898422
  5.00898422  5.        ]"
915,1659,10,"[10.          5.         10.         10.         10.         10.
 10.         10.         10.         10.          5.37004076 10.        ]"
916,5147,10,"[ 5.06829206  5.06763578  5.06829206  9.85121607  5.05518815  5.02976568
  5.02976568  5.02781721  5.06763578  5.06763578  5.04082617  5.06763578
  5.05518815  5.00064456  5.06829206  5.06763578  5.1808505   5.06829206
  5.06763578  5.05518815  5.06697962  5.02781721  5.06697962  9.92449672
  5.03952325  5.          5.02976568  8.8253663   5.02781721  5.
  7.9864351   5.02781721  5.05584227  5.06763578  5.02781721  5.06697962
  5.06829206  5.06763578  5.06697962  5.02781721  5.06829206  7.62902077
  5.06763578  5.06829206  6.93243912  5.06829206  5.06763578  5.00128924
  5.05584227  5.06763578  5.05584227  5.02781721  5.06697962  5.06697962
  5.06697962  9.85121607  5.06763578  5.02781721  5.06763578  5.02976568
  5.02976568 10.          5.02976568  5.06829206  5.00064456  5.06697962
  5.02976568  9.85121607  5.02781721  5.06763578  5.06763578  5.00193402
  5.00193402  5.02976568  7.56784925  5.02976568]"
917,552,10,"[ 5.22470421  5.19342844  7.92985752  5.15482911  5.17328852  5.16712143
  5.17328852  5.17328852  5.36165421  7.2248448  10.          5.19342844
  5.17328852  5.17174544  7.08306363  5.17328852  5.1594322   5.1594322
  5.19187394  5.05404038  7.39052164  7.1097568   5.17328852  6.48442066
  5.15789696  6.17141585  5.17328852  5.1594322   5.17328852  5.10771945
  5.1594322   5.16558184  5.          5.15482911  7.03192957  5.0569939
  5.15482911  5.17328852  5.0014457   5.98423662  5.17328852  5.1594322 ]"
918,838,10,"[ 5.09058853 10.         10.          5.          5.00356835  5.00356835
  5.          5.          7.660459    5.          5.00356835 10.
  5.         10.          5.          5.          7.660459    5.28066633
 10.          5.00356835  5.00356835  5.          7.59025073  7.660459
  7.660459    5.00356835  5.          5.        ]"
919,3813,10,"[ 5.0647426  10.          5.          5.5229027   8.5321563   5.
  7.9853594   7.71765764  5.53352545  5.14028781  5.55485943  7.51747263
  7.38435914  5.14028781  7.28989008  7.33412859  7.21143871  6.85839455
  9.16788185]"
920,891,10,"[ 5.11110654  5.          5.03442224  9.75036492  9.75036492  5.03442224
  9.75036492  5.          5.          9.75036492  9.75036492  5.
  5.          5.03442224 10.          5.          5.03442224  5.03442224
  5.          5.03757392  5.03442224  5.03442224  7.5772546   9.75036492
  5.03442224  9.75036492  5.03442224  7.00390275  5.28495717]"
921,5161,10,"[ 5.08858255  5.10647691  5.13643372 10.          5.         10.
  5.17260227  5.11843967  5.62596601  9.56987429  5.17260227  5.07074773
  9.47448901  5.09454071  5.10647691  8.43165443  9.56987429  5.12443102
  5.16655743  9.21261349  5.15448786  5.          9.88446934  9.47448901
  5.1005055   5.12443102  5.11245497  5.14846313  9.56987429  5.08858255]"
922,2267,10,"[ 5.04223721  5.02104069  5.00246733  5.01359683  5.01607597  8.31995449
  5.01359683  5.00864502  5.01359683  5.01111985  5.00864502  5.02104069
  5.          5.01359683  5.          5.01111985  7.94722224  7.84099673
  7.89312592  5.          5.0197987   5.02104069 10.          5.01607597
  5.01359683  5.02104069  5.          5.01483613  7.7422334   5.02104069
  5.02104069  5.01359683  5.01235807  5.01607597  7.84099673  7.4453745
 10.          5.16491537  5.          5.02104069  5.02104069  5.02104069
  5.00864502  5.00864502  5.02104069  5.00617233  5.00864502  7.89312592]"
923,73,10,"[ 5.          5.04141285  5.02157519  9.09539248  5.04141285  5.03892728
 10.          5.0327207   5.00984714  5.0327207   5.02652457  9.77452846
  5.03892728  8.32084235  5.04141285  5.04016985  5.          5.02157519
  5.04141285  5.0327207   5.          5.14797495  5.01046347  5.02157519
  5.02157519  5.03954852  5.          5.03954852  8.50495561  5.04141285
  5.04141285  5.0327207   5.03954852  5.02157519  9.70374967  5.
  5.02157519  5.03892728  5.02466777  5.04141285  5.0327207   7.74532526
  5.0327207   5.04141285  5.0407913   5.03892728  5.03954852  5.02466777
  5.03954852  5.04141285  5.02466777  5.02157519  8.79999591  5.0327207
  5.01046347  5.03892728  5.03892728  5.03892728  7.43100425  5.03892728
  5.          5.02157519  5.04141285  5.04141285  5.01107991  5.02157519
  5.0327207   5.02466777  5.          5.02157519  5.0327207   5.02776296
  5.03892728  8.71074944  5.          5.03892728  5.04141285]"
924,2306,10,"[ 5.04378436  5.43636606  5.10971718  5.          7.22549133  5.
  5.19209135  5.         10.          5.1896317   5.17247719  5.
  7.05763511  6.51281336  5.18471915  5.18471915 10.         10.
  5.11688248  5.18471915  6.18337689  5.11688248  6.18337689  5.
  5.          5.03450301  6.08542918  5.          6.19843071  5.
  5.          5.10971718  5.        ]"
925,1964,10,"[10.          5.16862145  6.58381541  5.07127799  5.07127799  5.07300685
  5.09387023  6.69188756  5.06955063  5.07127799  5.06955063  6.30385757
  6.1295474   5.87645622  5.07127799  5.28214166  5.10087296  6.58381541
  5.06955063  6.58381541  5.06955063  6.32003508  5.          5.06955063
  6.4086309   5.06955063  5.06955063  5.07300685  5.06955063  5.09387023
  5.07127799  5.07127799  5.09387023  5.06955063]"
926,50,10,"[ 5.26354788  5.         10.          9.47625464  5.46143075  5.53461548
  5.10912484  5.24198725  5.52895284  5.01545258  8.09327067  9.83573539
  6.05522048  5.52329573  5.54595736  5.10912484  5.51199807  8.70188725
  5.50072245  7.92961167  7.51348994  5.13016545  5.23661024  5.23661024
  7.55615543  5.23661024  9.91623293  5.13543846  5.00514583  5.
  7.26579363  5.14599994]"
927,4759,10,"[ 5.01853448  5.02686578  5.01853448  5.01755594  5.01853448  9.89925323
  5.01853448  5.01951336  5.01853448  5.01951336  5.01951336  5.01853448
  5.01804517  5.10245735  5.01951336  5.01804517  5.01804517  5.01804517
  5.01853448  5.01951336  5.009252    5.01853448  5.          5.009252
 10.          5.01951336  5.01755594  5.01804517  8.58465266  5.01902388
  5.009252    8.69558502  5.01853448  5.          5.01804517  5.01804517
  5.01853448  5.01853448  5.01804517  5.009252    5.01755594  8.81344786
  5.009252    7.85368224  5.009252    5.          5.01853448  5.
  5.01853448  5.01804517  5.01951336  5.01755594  5.01804517  5.
  8.69558502  5.          5.01951336  5.01755594  5.01853448  5.009252
  5.01804517  5.01853448  5.01951336  5.01853448  8.63929024  7.32301042
  5.          5.01804517  5.009252    5.009252    5.01755594  5.
  7.85368224  5.01853448  5.01853448  5.01804517]"
928,4716,10,"[10.         10.          5.         10.         10.         10.
  5.37004076 10.         10.         10.         10.         10.        ]"
929,100,10,"[ 5.11324288  7.50261332  5.06066826  9.8069857   5.06252842 10.
  5.06252842  5.036603    5.05324048  7.32126934  9.8069857   5.05324048
  5.          5.          5.04768313  5.04768313  5.06252842  5.06066826
  5.06625262  7.20250218  5.05324048  5.036603    9.8069857   5.036603
  5.036603    5.04768313  6.54252579  9.8069857   5.036603    5.25520374
  5.          5.036603    7.00000191  5.06625262  5.036603    5.04029126
  5.          5.06438987]"
930,4352,10,"[ 5.25404656  5.02793913  5.02373603  5.00417866  5.07304223  5.
  5.07304223 10.          5.05748218  8.65613804  5.03916854  5.07304223
  5.0744597   5.04761085  5.04901959  5.05748218  5.          5.02373603
  5.01953726  7.85871101  9.12127012  5.07304223  5.05748218  5.01813863
  5.0027853   5.00139241  5.07304223  5.05042881  5.07304223  8.09341741
  5.01953726  7.50891112  5.          5.07304223  5.07304223  5.00417866
  5.05748218  5.          8.99399946  5.02093637  5.00139241  5.01953726
  5.05465938  5.03916854  8.41629106  5.01813863  7.55674934  5.07304223
  5.00557251  5.          5.05748218  7.98806574  5.00557251  5.        ]"
931,3971,10,"[ 5.05347029  5.19770937  5.          5.00211793  5.          5.
  5.          5.          9.57792121  5.00211793  5.00211793  5.00211793
  5.00211793 10.          5.          9.57792121  5.00211793  5.00211793
  7.53211664  5.          9.57792121  9.57792121  5.00211793  5.
  5.00211793  7.59287566  7.53211664  5.00211793  5.00211793  5.00211793
  5.          5.00211793  7.53211664  9.57792121  5.00211793]"
932,3092,10,"[ 5.51505659  5.02811844  5.25870756 10.          5.02811844  5.43080828
  6.19344252  5.58493888  5.60842535  5.60842535  9.90506606  5.02811844
  9.90506606  5.03517219  5.25870756  5.53051152  9.81442772  9.72780339
  8.72820145  5.53051152  5.42321219  5.          8.08954488  7.72650219
  5.18555821  7.46902637  7.41596078]"
933,382,10,"[ 5.02380382  5.          5.02323524  5.00848344  5.03405337  5.02323524
  5.03405337  5.00904971  5.          5.03405337  5.01358305  5.04147378
  5.          5.          5.01358305  5.0403312   5.0403312   8.35287985
  9.16951024  5.0403312   5.02153005  5.0420452   8.38780392  5.02153005
  5.02323524  5.02153005  9.85170272  5.          5.01358305  5.00848344
  5.00848344  5.          5.0403312   5.01358305  5.02323524  7.35992552
  5.03405337  5.02323524  5.0403312   5.02153005  5.01358305  5.0403312
  5.00848344  5.00848344  5.03405337  5.00848344  5.04147378  5.0403312
  5.00904971  5.00848344  5.04147378  5.00848344  5.          5.
  5.0403312   5.04147378  5.00848344 10.          5.01358305  5.02323524
  5.01358305  5.14284494  5.04147378  8.25231772  5.0403312   5.00848344
  7.85348101  5.04147378  5.03405337  7.64549791  5.02153005  5.02323524
  5.0420452   5.00848344  5.00904971  5.04147378  5.00904971  5.
  7.64549791  5.01358305]"
934,2892,10,"[ 5.05459301  7.32781999 10.          5.         10.         10.
  5.          5.          5.         10.         10.          5.42168832
 10.          5.         10.          5.         10.          7.32781999
  5.          5.        ]"
935,559,10,"[ 5.04174873  5.03304343  5.          8.76311549  5.00050547  5.00860529
  8.76311549  5.03304343  5.03304343  5.03304343  5.00101104 10.
 10.          8.88388278  5.03406621  5.00050547  5.          5.00101104
  5.          5.03304343  5.00050547  5.03406621  7.15226709  5.
  5.00101104  5.00050547  5.11971124  7.36241784  5.03406621  5.03304343
  5.          6.87074712  5.03304343  5.          5.00860529  5.00101104
  5.          5.03304343  6.88520391  5.03304343  5.00911229  5.03406621
  5.03406621  5.00101104  5.03304343  5.00101104  5.03304343  5.01367938
  5.          5.00860529  5.03304343  5.00050547  5.03304343  5.00050547
  5.          5.00050547  5.00101104  5.03304343  5.03508937  5.03457774
  5.00101104  5.03304343  5.03304343  5.03304343  5.01367938  5.03304343
  5.01367938  6.89989243  5.00050547  5.03304343  5.03406621  5.00050547
  5.          5.00101104  5.03406621]"
936,3175,10,"[ 5.0464076   5.02310464  7.98613538  5.03921624  5.02489011  5.03742135
  8.05848725  5.03742135  5.03562764  5.01775526  5.03562764  5.01775526
  9.81009107  5.02310464  5.          5.03921624  5.01775526  5.00177028
  5.03742135  5.03562764  5.01775526  8.13449279  5.03921624  5.02310464
  7.56334733  5.03921624 10.          7.03533963  5.21140633  5.03562764
  7.41753887  7.61607998  5.02310464  5.03742135  9.81009107  5.03562764
  5.03562764  5.03921624  5.01775526]"
937,1501,10,"[10.          5.         10.         10.         10.         10.
 10.         10.         10.         10.         10.          5.37004076]"
938,4492,10,"[ 7.92220768  5.0997553  10.          5.06393638  5.03657741  5.06393638
  5.23059456  5.06231935  5.06231935  5.          5.06555436  5.03978177
  9.81988877  5.03978177  9.81988877  5.04298995  5.06555436  5.06231935
  8.0551872   7.24584117  7.17490228  5.06393638  5.06555436  5.
  5.03978177  5.03657741  7.17490228  5.03657741  9.81988877  5.04138538
  6.60594779  5.06393638  5.06393638  5.          5.03978177  5.00157994
  5.00157994  5.03657741  5.06555436  5.06555436  5.06555436]"
939,1332,10,"[10.          8.73824306  5.94592853  5.47596895  8.19833438  5.3055161
  7.88339674  7.6653235   5.69757944  6.94663588  7.36853971  9.03755738
  5.64588402  7.48224541  5.02491329  7.28795481  7.21421745  5.        ]"
940,752,10,"[ 5.         10.         10.         10.          5.37004076 10.
 10.         10.         10.         10.         10.         10.        ]"
941,3705,10,"[ 9.9190461   8.58458418  5.05650456  5.04346625  5.04998017  5.02121213
  5.02121213  5.02121213  5.          5.05650456  5.04439617  5.0583706
  5.05650456  5.02121213  5.04346625  5.04346625  5.0583706   5.04439617
  5.0341788   5.0583706   5.05650456  5.02121213  5.05650456  5.0341788
  5.04998017  5.04439617  5.02121213  5.04439617  5.04998017  5.04253655
  5.04998017  5.04346625  9.29312224  8.95754475  9.06338161  5.05650456
  5.04346625  5.04160706  5.04998017  5.03510658  5.04346625  5.04998017
  5.04904897  5.04346625  5.02121213  5.04439617  8.07901406  5.04253655
  5.05650456  5.04346625  9.48329844  5.04253655  9.11846793  5.04439617
 10.          5.04160706  5.02121213  5.02121213  5.0341788   7.50466359
  5.04998017  5.04718721  5.05650456  5.19982795  5.04904897  5.04253655]"
942,2438,10,"[ 5.12055129 10.          5.24900642  7.80741871  5.08770804  5.08770804
  7.06987001  7.87691388  5.0417732   5.06548404  5.08770804  5.08770804
  5.08770804  5.0417732   5.04345922  5.0417732   5.06548404  6.74447276
  7.14382725  5.08770804  5.08770804  7.18297332  5.06548404  5.07742594
  5.08770804  5.06548404  7.0011856   5.          5.08770804  6.30214219
  7.50641165  5.          5.          5.          5.00165708  5.00165708
  5.06038377  5.        ]"
943,877,10,"[ 7.88738577  5.03992099  5.          5.02635134  5.05094213  5.
  5.03992099  5.0102612   5.03992099  5.08158169  5.          7.53533974
 10.          5.          5.08027279  5.08027279  5.08027279  5.00064049
  5.03992099  5.05029293  5.08027279  5.03992099  5.          5.02635134
  5.01090347  5.03280692  5.00192181  5.08027279  5.0102612   5.08158169
  5.          5.03992099  5.03992099  5.03992099  5.02764157  5.0334531
  9.85161701  5.00192181  5.03280692  5.03992099  5.00192181  5.
  5.03992099  5.          7.18926257  5.01090347  5.03992099  5.03992099
  7.34083287  5.01154585  5.08027279  6.73689567  5.02764157  5.08158169
  5.01090347  5.03992099  5.04056839  5.08158169  5.08027279  6.76316012
  5.00256264  7.53533974  6.88763646  5.08158169  5.08158169  5.08027279
  5.03280692  5.          5.08158169  5.19383682  5.00256264  5.00256264
  5.0334531   5.03992099  5.0102612   5.0102612 ]"
944,3268,10,"[ 5.00492757  7.74549646  5.          5.04566618  5.07383134  5.04566618
  5.04566618  5.07383134  5.04566618  8.43941101  5.          5.07181022
  5.02671337  5.06172617  5.0708002   5.0708002   5.03069278  5.0728206
  5.04566618  7.26026137 10.          5.04566618  5.0708002   6.88607675
  5.07181022  5.07383134  5.03168852  5.04566618  5.0708002   5.1998811
  5.          5.07383134  5.0708002   5.0728206   5.07181022  5.02770769
  6.45014     5.07181022  5.04566618  5.0728206   8.31026648  5.07181022
  5.0708002   5.0728206   5.07181022  5.00196997  5.04566618  5.0728206
  5.07181022  6.82998982  5.00295549  8.37358985  6.49534663]"
945,2420,10,"[ 5.09674939  5.08055975  5.07854252  5.07854252  5.07652673  5.07854252
  5.08055975  5.07854252  5.0624563   8.19341952  5.08257842  5.07854252
  5.0624563   5.0624563   5.07854252  5.07854252  5.08055975  5.07652673
  8.44186223  7.55297037  5.06145395  5.08055975  7.74903762  5.08358829
  5.06145395  8.31292056  5.07854252  5.          5.06446207  5.0624563
  5.07854252  5.07854252  6.76561436 10.          6.37386701  5.00098047
  8.31292056  5.07854252  5.07854252  5.07854252  7.51718114  5.07955096
  5.07854252  5.00098047  5.          5.08055975  5.08055975  5.06145395
  5.0624563   5.07854252  5.20742068  5.07854252  5.07854252]"
946,2010,10,"[ 5.         10.         10.         10.         10.         10.
 10.         10.         10.         10.          5.37004076 10.        ]"
947,4249,10,"[ 5.0277001   5.00114887 10.         10.          5.00114887  5.00114887
  5.00114887  8.22363245  8.16086028  5.14119841  5.00114887  5.00114887
  5.00114887 10.          5.00114887  5.00114887  5.00114887  5.
  8.16086028  8.22363245  5.          5.          5.00114887  5.00114887
  5.          5.         10.          5.00114887  5.00114887  5.00114887
  5.          5.00114887  5.00114887  5.00114887  5.          5.00114887
  5.00114887  5.00114887  5.00114887  5.00114887  8.22363245  5.00114887
  5.00114887  5.00114887  8.16086028  5.00114887  5.00114887  5.00114887
  5.00114887  5.        ]"
948,227,10,"[ 5.00288638  5.01967305  9.70391669  5.00982313  5.00982313  5.01503445
  5.01967305  5.00924456  5.0225752   5.02141406  5.01677323  9.31909383
  5.01967305  5.          5.02083363  5.01967305  5.0202533   5.01967305
  5.00288638  5.01445505  5.0202533   5.01677323  5.          5.
  5.01677323  5.01967305  5.01503445  8.25040273  5.00924456  5.0202533
  5.01735301  5.01503445  5.00288638 10.          5.01503445  5.00288638
  5.01445505  5.123838    5.0225752   5.00346393  5.          5.00982313
  5.          5.01735301  5.0225752   5.00288638  5.02315591  9.09521992
  5.01677323  5.01967305  5.00288638  5.01503445  5.0202533   5.
  5.0225752   5.00288638  5.00982313  9.37887608  8.66672599  5.0225752
  5.02315591  5.01445505  5.02083363  5.01445505  5.01967305  5.
  5.01967305  9.63518156  5.00924456  5.01503445  5.01503445  5.01735301
  5.01967305  5.01445505  5.0202533   5.02199458  5.02083363  8.09084652
  9.14901557]"
949,1752,10,"[ 5.15271073 10.          5.         10.         10.          5.
  5.         10.          5.          5.          7.44153524 10.
  5.39085392 10.          5.         10.         10.          5.
  5.          5.         10.        ]"
950,1113,10,"[10.          5.00143154  5.          5.         10.          5.
  5.          5.          5.00286355  5.00143154  5.00716243 10.
 10.         10.         10.          5.          5.          5.
 10.          5.00716243  5.00286355  5.         10.          5.00429604
  5.00716243  5.          5.00286355  5.00143154  5.          5.00286355
  5.          5.          5.          5.          5.18863142  5.00143154
  5.          5.          5.          5.         10.          5.00429604
  5.00143154  5.          5.00716243  5.00143154  5.00716243  5.00286355
  5.00716243  5.00143154 10.          5.00143154  5.00286355  5.
  5.        ]"
951,1798,10,"[ 5.1505644   5.37926603  5.          5.          5.          5.
 10.          5.         10.          5.          5.         10.
  7.34991024 10.          5.          5.         10.         10.
 10.         10.         10.          5.        ]"
952,1558,10,"[ 5.09721282  5.04902353 10.          5.03192893  5.21720939  5.04521322
  5.03571623  7.16858791  5.04331053  5.04331053  5.04711755  5.03192893
  5.04331053  9.74313452  5.          8.93045024  5.05093116  5.04711755
  5.04521322  8.93045024  5.03382176  7.22026048  5.03192893  6.90474026
  5.04711755  6.90474026  5.03571623  5.03571623  6.98485341  6.42729207
  5.04711755  5.          5.04521322  5.04331053]"
953,2670,10,"[ 8.16923826  5.02849967  5.0262092   5.         10.          8.36439945
  8.36439945  5.02277691  5.          5.02392055  5.0262092   5.0262092
  5.0262092   5.02392055  5.02392055  5.0262092   5.0262092   5.0262092
  5.02392055  5.0262092   5.0262092   5.02392055  5.0262092   5.02392055
  8.23172448  5.02392055  5.0262092   5.0262092   5.02392055  8.36439945
  5.0262092   5.02392055  5.0262092   5.          7.28786681  7.25668244
 10.          5.0262092   5.0262092   5.0262092   5.02392055  5.02392055
  5.          5.0262092   5.16333212  5.          6.75817058  5.0262092
  5.0262092   5.00340493]"
954,4227,10,"[ 5.02737137  5.02217278  5.01402266  5.1441686   5.01402266  5.03183485
  5.03555975  5.03630531  5.03630531  5.03630531  5.02588509  5.03183485
  5.01402266  5.03630531  5.02588509  5.03555975  8.4619285   5.01402266
  5.03630531  5.02588509  5.          5.0132829   5.00073631  5.03555975
  5.          5.02588509  8.52241797  5.02588509  5.01994771  5.03555975
  5.02217278  7.82992131  5.03630531  6.90250979  5.03257944  5.01994771
  5.03183485  5.02588509  7.28610843  5.02217278  5.0132829   5.01994771
  5.0132829   5.02588509  5.03630531  8.18806485  5.03705106  5.02588509
  5.03183485  5.03555975  5.03630531  5.03928949  5.03630531  5.03705106
  7.87020528  7.64448467  5.01994771  5.03555975  5.03705106 10.
  7.54457047  5.03630531]"
955,3472,10,"[ 5.02350465  7.63337985  5.00879132  5.          5.00879132  7.63337985
  5.25045466  5.          5.          5.01172787  7.63337985  7.63337985
  7.63337985  5.          8.00529048  5.00292739  5.01172787  5.
  5.00879132  5.01172787 10.          5.01172787  5.          7.63337985
 10.          5.01466747  5.01172787  5.         10.          5.
  5.        ]"
956,3390,10,"[ 5.36276564 10.          5.13181846  9.47156087  5.         10.
 10.         10.         10.          6.55461777  5.13988702  6.6397233
  6.51634373  6.14773438  5.57255036]"
957,1286,10,"[10.          5.          5.37004076 10.         10.         10.
 10.         10.         10.         10.         10.         10.        ]"
958,4845,10,"[ 5.36454228 10.          7.09650942  6.46140703  6.03673921  5.17056139
  7.14453823  9.41477915  5.22491573  5.00762945  5.          6.92852659
  6.85661571  5.1788369   5.08156612  6.197672    6.0684432   5.
  5.          5.56110048  5.15820664  5.08950453  5.        ]"
959,2234,10,"[ 5.04482982  5.02873631  5.02633025  5.02873631  5.03034151 10.
  8.15330275  5.03034151  8.26343792  5.02713204  5.02873631  8.32142956
  5.03034151  8.44378293  5.03034151  5.02873631  5.03034151  5.02873631
  5.02793406  5.03034151  8.32142956  5.03034151  5.03034151  5.03034151
  8.44378293  5.14085218  5.03034151  5.03034151  7.00681439  5.02873631
  5.02793406  5.03034151  5.02793406  5.02873631  5.03034151  5.03034151
  5.02633025  5.02873631  5.02873631  5.02873631  5.02793406  5.02873631
  5.02793406  5.02873631  5.          5.02873631  5.02873631  5.02793406
  5.03034151  5.02793406  5.03034151  7.48336816  8.15330275  5.02793406
  5.02793406  5.03034151  5.03034151  5.02793406  5.00158868]"
960,5137,10,"[ 5.20179352 10.          5.84078248  5.59926826  5.49926859  5.67503137
  5.0622229   5.          5.39725023  5.28785451  5.43815142  5.37281468
  5.35454465  5.36376756  5.04384847]"
961,3023,10,"[ 5.00506746  5.          5.00101298  5.          5.00506746  5.
  5.00405346  9.82840291  9.82840291  5.00101298  5.00202622  5.00202622
  5.          5.         10.          5.          5.          5.00202622
  5.          5.00101298  9.82840291  5.          5.          5.
  5.          5.00101298  5.          5.00101298  5.00202622  5.00405346
  5.          5.00405346  5.00202622  5.          9.82840291  9.82840291
  9.82840291  5.00101298  5.00303971  5.          5.          5.
  5.14957947  5.          5.          5.00101298  9.82840291  5.00405346
  5.          5.          5.00101298  5.00202622  5.          5.
  5.00101298  5.00101298  9.82840291  5.00101298  5.00506746  5.00202622
  9.82840291  5.00202622  5.        ]"
962,1536,10,"[ 5.26733969  5.09454461  5.          7.28272448  6.23759216  5.08631211
  5.11246558  5.08631211  5.11246558  5.11246558  5.06583728  5.06583728
  5.03608054 10.          5.0876825   6.51750947  7.38482108  6.88687738
  6.50449592  5.          5.08631211  5.          5.          8.15078739
  5.06583728  5.06583728  5.08631211  5.11246558  5.11246558  5.11246558
  5.11246558  5.0876825   5.11246558  5.03608054  5.06583728  5.06583728
  6.51750947  6.14115633  5.          5.06583728  5.          5.11246558
  5.06583728  5.06583728  5.06583728]"
963,1705,10,"[10.         10.         10.         10.          5.         10.
 10.         10.          5.37004076 10.         10.         10.        ]"
964,2910,10,"[ 5.03338478  9.53167917  5.03338478  5.04924896  5.03338478  9.08496804
  5.04644476  5.03897661  8.58114622  5.02873097  5.          5.03338478
  5.04831401  5.04831401  7.59641897  5.04831401  5.04924896  5.05018414
  5.04737927  5.05018414  5.03524784  5.0445764   5.05018414  5.05018414
  9.83357562  5.04831401  5.05018414  5.02873097  5.04831401  5.03524784
  5.03897661  5.02873097  5.05018414  5.04924896  5.0445764   5.04831401
  5.02966129  9.14331162 10.          5.04084233  5.03338478  5.04644476
  5.04831401  5.04831401  5.04831401  5.03338478  8.91943133  5.19009118
  5.03897661  5.02873097  5.02873097  8.81637061  5.03524784  5.05018414
  5.05018414  5.02873097  5.03338478  5.04084233  5.03338478  5.04831401
  5.05018414  8.91943133  5.03338478  5.03524784  5.03338478]"
